u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction,access,width,ref
280135545,1300215131,0,"[59961353, 247815598]",True,1,Piazzale Miguel Cervantes,residential,,False,53.745999999999995,"LINESTRING (12.4819127 41.916287, 12.4816835 41.9163915, 12.4813567 41.9165369)",,,,,,
280135546,1809491650,0,202304093,False,3,Viale delle Belle Arti,tertiary,50,False,26.008,"LINESTRING (12.4819994 41.9164284, 12.4822684 41.9163074)",,,,,,
280135546,280135545,0,25694095,False,2,Piazzale Miguel Cervantes,residential,,True,17.283,"LINESTRING (12.4819994 41.9164284, 12.4819804 41.9163975, 12.4819702 41.9163808, 12.4819436 41.9163374, 12.4819316 41.9163169, 12.4819127 41.916287)",,,,,,
280135546,745474324,0,202304097,False,3,Viale delle Belle Arti,tertiary,50,True,52.452999999999996,"LINESTRING (12.4819994 41.9164284, 12.4817835 41.916528, 12.481539 41.916638, 12.4814586 41.9166745)",,,,,,
280135552,248530974,0,25694105,True,2,Via Giovanni Battista Morgagni,primary,50,False,211.24699999999999,"LINESTRING (12.5129357 41.9105637, 12.5127571 41.9105139, 12.5107251 41.9099467, 12.5106235 41.9099205, 12.5105451 41.9098974)",,,,,,
280135552,280135553,0,221180474,True,,Piazza Salerno,primary,50,False,12.526,"LINESTRING (12.5129357 41.9105637, 12.5129359 41.9105425, 12.5129389 41.9105301, 12.5129438 41.9105149, 12.5129506 41.9104996, 12.5129624 41.91048, 12.5129829 41.9104594)",,,roundabout,,,
280135553,291634028,0,143577374,True,,Piazza Salerno,primary,50,False,6.8420000000000005,"LINESTRING (12.5129829 41.9104594, 12.5130039 41.910447, 12.5130205 41.9104396, 12.5130542 41.9104291)",,,roundabout,,,
280135555,270199975,0,"[221180472, 221180477]",True,,Piazza Salerno,primary,50,False,12.634,"LINESTRING (12.5131955 41.9104342, 12.5132267 41.9104503, 12.5132501 41.9104674, 12.5132616 41.9104815, 12.5132719 41.9104951, 12.5132786 41.910509, 12.513284 41.9105225)",,,roundabout,,,
280135555,296364344,0,284739922,True,1,Via Imperia,residential,,False,142.905,"LINESTRING (12.5131955 41.9104342, 12.5132166 41.910429, 12.513247 41.9104201, 12.5132774 41.9104101, 12.5133064 41.9103967, 12.5133355 41.9103824, 12.5133524 41.910372, 12.5144429 41.9095545)",,,,,,
280135557,292459366,0,26804625,False,2,Via Lazzaro Spallanzani,tertiary,50,False,123.653,"LINESTRING (12.5129703 41.9106283, 12.5128803 41.9107027, 12.5119704 41.9114547)",,,,,,
280135557,280135552,0,221180473,True,,Piazza Salerno,primary,50,False,7.829999999999999,"LINESTRING (12.5129703 41.9106283, 12.5129547 41.9106108, 12.5129439 41.9105923, 12.5129357 41.9105637)",,,roundabout,,,
280135559,270199981,0,25694109,True,2,Via Bari,primary,50,False,70.974,"LINESTRING (12.5140201 41.9108704, 12.5139694 41.9108583, 12.5134639 41.9107239, 12.5132985 41.9106799, 12.5132119 41.9106568)",,,,,,
280135559,292459183,0,26664542,True,1,Via Benevento,residential,,False,123.53899999999999,"LINESTRING (12.5140201 41.9108704, 12.5139498 41.9109258, 12.5130628 41.911626, 12.512996 41.9116788)",,,,,,
280135560,259665117,0,25694108,True,2,Via Bari,primary,50,False,25.872,"LINESTRING (12.5163278 41.9107808, 12.5160322 41.9108566)",,,,,,
280135560,259665025,0,261968869,True,1,Piazza Lecce,residential,50,False,62.529,"LINESTRING (12.5163278 41.9107808, 12.5163435 41.9107987, 12.5163578 41.9108165, 12.5163662 41.9108331, 12.5165698 41.9113122)",,,,,,
280493178,301349651,0,28160147,True,1,Via dell'Orso,residential,,False,135.337,"LINESTRING (12.4739162 41.9018085, 12.4735461 41.9018077, 12.4732068 41.9018189, 12.4728411 41.9018339, 12.4726967 41.9018385, 12.4722845 41.9018726)",,,,,,
281042895,364855514,0,202151118,False,,Via della Pilotta,residential,,True,51.492,"LINESTRING (12.4837036 41.898957, 12.4830822 41.8989344)",,,,,,
281042895,255453578,0,"[53178434, 27735029]",True,1,"[""Via de' Lucchesi"", 'Piazza della Pilotta']",residential,,False,170.07100000000003,"LINESTRING (12.4837036 41.898957, 12.4843372 41.8990443, 12.4843202 41.8990825, 12.4841262 41.8995191, 12.4840151 41.8997391, 12.4838663 41.9000337)",,,,,5.2,
281042896,281042895,0,53178434,True,,Piazza della Pilotta,residential,,False,27.548000000000002,"LINESTRING (12.4837698 41.8987142, 12.4837404 41.8988222, 12.4837036 41.898957)",,,,,,
281043577,364855510,0,25768017,True,1,Via del Vaccaro,residential,,False,39.038000000000004,"LINESTRING (12.483157 41.8986025, 12.482925 41.8984953, 12.4828941 41.8984825, 12.48286 41.8984698, 12.4828288 41.8984601, 12.4827944 41.8984504, 12.4827425 41.898438)",,,,,,
281043577,281042896,0,"[202151120, 53178941, 202151119]",True,1,Via del Vaccaro,residential,,False,53.696000000000005,"LINESTRING (12.483157 41.8986025, 12.4835167 41.8986344, 12.4835724 41.8986398, 12.4836219 41.8986442, 12.483648 41.8986483, 12.4836706 41.8986539, 12.4836956 41.8986626, 12.4837168 41.898672, 12.4837374 41.8986859, 12.4837698 41.8987142)",,,,,3.8,
281043759,32650585,0,109937960,False,,Via dell'Umiltà,residential,,True,58.004,"LINESTRING (12.4822283 41.8993656, 12.4828423 41.8996171)",,,,,,
281043897,309301771,0,203858800,True,,Via Marco Minghetti,residential,,False,54.499,"LINESTRING (12.4825781 41.9001849, 12.4819459 41.9000478)",,,,,,
281043897,1510786605,0,203858806,False,,Via delle Vergini,residential,,False,29.58,"LINESTRING (12.4825781 41.9001849, 12.4824689 41.9004382)",,,,,,
281045225,309307047,0,28160764,True,1,Via dei Serviti,residential,,False,45.411,"LINESTRING (12.4861439 41.9023863, 12.4861672 41.9025102, 12.4862731 41.9027823)",,,,,,
281045225,304727496,0,"[190022907, 137470204]",True,2,"['Via del Traforo', 'Largo del Tritone']",tertiary,50,False,66.712,"LINESTRING (12.4861439 41.9023863, 12.4858479 41.90263, 12.4857541 41.9027041, 12.4855945 41.9028252)",,,,,,
281046338,309292816,0,28159140,True,1,Via di Santa Chiara,residential,,False,79.554,"LINESTRING (12.476415 41.8977056, 12.4765195 41.8976597, 12.4765918 41.8976318, 12.4766699 41.8976103, 12.4767558 41.8975953, 12.4768235 41.8975936, 12.4768585 41.8975927, 12.4771067 41.897635, 12.4773304 41.8976732)",,,,,,
281046338,1696718221,0,"[985174688, 25768313, 28159241, 25661550]",True,,"[""Via di Sant'Eustachio"", ""Salita de' Crescenzi"", 'Via della Rotonda']",residential,,False,250.628,"LINESTRING (12.476415 41.8977056, 12.4764494 41.8982147, 12.4764519 41.8982514, 12.4764414 41.8983305, 12.4764414 41.8984542, 12.4764468 41.89879, 12.4765206 41.899017, 12.47638 41.8990109, 12.4760284 41.8989958, 12.4760229 41.8989191, 12.4760199 41.8988781, 12.4760112 41.8988065, 12.4759954 41.8987182, 12.4759781 41.8986429, 12.4759706 41.8986099, 12.4759243 41.8984568, 12.4759129 41.8984362)",,,,,,
281046403,25388389,0,48559215,False,4,Corso Vittorio Emanuele Secondo,tertiary,50,True,16.343,"LINESTRING (12.4760299 41.8962493, 12.4758502 41.8963102)",,,,,,
281046403,309890792,0,36779390,True,2,Largo di Torre Argentina,tertiary,30,False,49.092000000000006,"LINESTRING (12.4760299 41.8962493, 12.4760922 41.8962224, 12.4762891 41.896138, 12.476304 41.8961313, 12.4763623 41.896102, 12.4764115 41.8960678, 12.4764643 41.8960252, 12.4765042 41.8959909)",,,,,,
289878493,289878495,0,"[201610341, 167959407]",True,1,"['Piazza Regina Margherita', 'Via Alessandria']",residential,,False,115.09400000000001,"LINESTRING (12.5056133 41.913832, 12.5056797 41.9138763, 12.5059024 41.9140249, 12.5065816 41.9144642, 12.5066591 41.9145144)",,,,,,
289878493,261725484,0,"[167959408, 201610371]",True,1,Viale Regina Margherita,secondary,50,False,132.211,"LINESTRING (12.5056133 41.913832, 12.5054908 41.9139297, 12.5053302 41.9140578, 12.5046393 41.9146177, 12.5045293 41.9147055)",,,,,,
289878495,1777545380,0,35306129,True,1,Via Novara,residential,,False,137.095,"LINESTRING (12.5066591 41.9145144, 12.5065707 41.9145853, 12.5063439 41.9147672, 12.5060554 41.9150082, 12.5056195 41.9153721, 12.505549 41.9154296)",,,,,,
289878495,386683333,0,201610341,True,1,Via Alessandria,residential,,False,94.97800000000001,"LINESTRING (12.5066591 41.9145144, 12.5074795 41.9150385, 12.50753 41.9150708)",,,,,,
289878496,907704287,0,26664689,True,1,Via Francesco Redi,residential,,False,92.637,"LINESTRING (12.5077966 41.9135945, 12.5078462 41.9135543, 12.5078671 41.9135382, 12.5085487 41.9129774)",,,,,,
289878496,294043423,0,159080856,True,1,Via Nomentana,tertiary,50,False,95.261,"LINESTRING (12.5077966 41.9135945, 12.5081213 41.9138168, 12.5085213 41.9140847, 12.5085598 41.9141104, 12.5086474 41.9141716)",,,,,,
291628722,291629191,0,26592303,False,,Via Pontedera,residential,,False,91.11200000000001,"LINESTRING (12.5177033 41.9094213, 12.5177644 41.9094056, 12.5186813 41.9091703, 12.5187435 41.9091528)",,,,,,
291628722,291629951,0,26592477,False,2,Via Lucca,residential,,False,53.694,"LINESTRING (12.5177033 41.9094213, 12.5176819 41.9093738, 12.5175659 41.9091165, 12.5175465 41.9090661, 12.5175291 41.9090088, 12.517515 41.9089597)",,,,,,
291628722,291631392,0,26592477,False,2,Via Lucca,residential,,True,91.162,"LINESTRING (12.5177033 41.9094213, 12.5178445 41.9097098, 12.5180476 41.9101209, 12.5180823 41.9101911)",,,,,,
291629191,2437621181,0,143328549,True,1,Via Pavia,residential,,False,34.034,"LINESTRING (12.5187435 41.9091528, 12.5188718 41.9094436)",,,,,,
291629191,291628722,0,26592303,False,,Via Pontedera,residential,,True,91.11200000000001,"LINESTRING (12.5187435 41.9091528, 12.5186813 41.9091703, 12.5177644 41.9094056, 12.5177033 41.9094213)",,,,,,
291629191,291629378,0,26592323,True,,Via Domenico Morichini,residential,,False,76.494,"LINESTRING (12.5187435 41.9091528, 12.5188379 41.9091295, 12.519621 41.9089365)",,,,,,
291629378,259666865,0,26592323,True,,Via Domenico Morichini,residential,,False,31.206,"LINESTRING (12.519621 41.9089365, 12.5198025 41.908778, 12.5198656 41.9087229)",,,,,,
291629593,291629378,0,26592345,True,,Via Giuseppe de Mattheis,residential,,False,88.07600000000001,"LINESTRING (12.519981 41.9096819, 12.519948 41.9096135, 12.519621 41.9089365)",,,,,,
291629739,291631675,0,26592420,False,2,Via Pavia,residential,,True,76.321,"LINESTRING (12.5185046 41.908646, 12.5183448 41.9085661, 12.5181387 41.9084994, 12.5177659 41.9083901, 12.5176688 41.9083617)",,,,,,
291629739,291629191,0,143328549,True,1,Via Pavia,residential,,False,59.721,"LINESTRING (12.5185046 41.908646, 12.5187213 41.9091057, 12.5187435 41.9091528)",,,,,,
291629951,2437621170,0,235696932,False,,Via Siena,residential,,True,67.206,"LINESTRING (12.517515 41.9089597, 12.5182709 41.9087387)",,,,,,
291629951,291631675,0,26592477,False,2,Via Lucca,residential,,False,68.64,"LINESTRING (12.517515 41.9089597, 12.5175033 41.9089052, 12.5175048 41.9088215, 12.5175137 41.9087457, 12.5175314 41.908666, 12.5175473 41.9086093, 12.5176274 41.9084461, 12.5176688 41.9083617)",,,,,,
291629951,291628722,0,26592477,False,2,Via Lucca,residential,,True,53.694,"LINESTRING (12.517515 41.9089597, 12.5175291 41.9090088, 12.5175465 41.9090661, 12.5175659 41.9091165, 12.5176819 41.9093738, 12.5177033 41.9094213)",,,,,,
291630673,419622070,0,26664210,False,1,Via Cremona,residential,,False,11.088999999999999,"LINESTRING (12.5191015 41.9099141, 12.5191217 41.9099592, 12.5191469 41.9100079)",,,,,,
291630673,291629593,0,184553792,True,2,Via Catania,primary,50,False,77.23400000000001,"LINESTRING (12.5191015 41.9099141, 12.5192079 41.9098898, 12.519981 41.9096819)",,,,,,
291631392,291628722,0,26592477,False,2,Via Lucca,residential,,False,91.162,"LINESTRING (12.5180823 41.9101911, 12.5180476 41.9101209, 12.5178445 41.9097098, 12.5177033 41.9094213)",,,,,,
291631392,292456435,0,26664112,True,1,Via Arezzo,residential,,False,11.539000000000001,"LINESTRING (12.5180823 41.9101911, 12.5180971 41.9102304, 12.5181277 41.9102891)",,,,,,
291631392,291630673,0,184553790,True,2,Via Catania,primary,50,False,89.79199999999999,"LINESTRING (12.5180823 41.9101911, 12.5181747 41.9101678, 12.5189856 41.9099448, 12.5190371 41.9099318, 12.5191015 41.9099141)",,,,,,
291631526,291634555,0,26804461,False,2,Via Alfonso Borelli,residential,,True,91.857,"LINESTRING (12.515031 41.9075873, 12.5157804 41.9069779)",,,,,,
291631526,2196671651,0,49628122,False,2,Via Treviso,residential,,False,61.11,"LINESTRING (12.515031 41.9075873, 12.5145282 41.9079898)",,,,,,
291631526,291632875,0,26592420,False,2,Via Pavia,residential,,False,83.45800000000001,"LINESTRING (12.515031 41.9075873, 12.5151325 41.9076171, 12.5158705 41.907834, 12.515969 41.907863)",,,,,,
291631675,291629739,0,26592420,False,2,Via Pavia,residential,,False,76.321,"LINESTRING (12.5176688 41.9083617, 12.5177659 41.9083901, 12.5181387 41.9084994, 12.5183448 41.9085661, 12.5185046 41.908646)",,,,,,
291631675,291631934,0,26592420,False,2,Via Pavia,residential,,True,75.558,"LINESTRING (12.5176688 41.9083617, 12.5175818 41.9083358, 12.5172671 41.9082423, 12.5169248 41.9081405, 12.5168209 41.9081096)",,,,,,
291631675,291629951,0,26592477,False,2,Via Lucca,residential,,True,68.64,"LINESTRING (12.5176688 41.9083617, 12.5176274 41.9084461, 12.5175473 41.9086093, 12.5175314 41.908666, 12.5175137 41.9087457, 12.5175048 41.9088215, 12.5175033 41.9089052, 12.517515 41.9089597)",,,,,,
291631675,291631679,0,26592483,False,,Via Vigevano,residential,,False,87.059,"LINESTRING (12.5176688 41.9083617, 12.517829 41.9080511, 12.5179938 41.907903, 12.5182363 41.9077187)",,,,,,
291631679,291631675,0,26592483,False,,Via Vigevano,residential,,True,87.059,"LINESTRING (12.5182363 41.9077187, 12.5179938 41.907903, 12.517829 41.9080511, 12.5176688 41.9083617)",,,,,,
291631932,291634662,0,122979272,True,2,Largo Ettore Marchiafava,residential,,False,22.244,"LINESTRING (12.5172686 41.9073732, 12.5170762 41.9072335)",,,,,,
291631932,291631934,0,122979280,False,2,Via Giovanni Mingazzini,residential,,False,89.876,"LINESTRING (12.5172686 41.9073732, 12.5168209 41.9081096)",,,,,,
291631934,291631932,0,122979280,False,2,Via Giovanni Mingazzini,residential,,True,89.876,"LINESTRING (12.5168209 41.9081096, 12.5172686 41.9073732)",,,,,,
291631934,291631675,0,26592420,False,2,Via Pavia,residential,,False,75.558,"LINESTRING (12.5168209 41.9081096, 12.5169248 41.9081405, 12.5172671 41.9082423, 12.5175818 41.9083358, 12.5176688 41.9083617)",,,,,,
291631934,291632875,0,26592420,False,2,Via Pavia,residential,,True,75.64200000000001,"LINESTRING (12.5168209 41.9081096, 12.5167147 41.9080789, 12.5160636 41.9078904, 12.515969 41.907863)",,,,,,
291632307,296364345,0,26592523,True,1,Via Como,residential,,False,112.057,"LINESTRING (12.5141838 41.9107678, 12.5142293 41.9107316, 12.5150415 41.9100885, 12.5151111 41.9100334)",,,,,,
291632307,259665318,0,128669219,True,2,Via Bari,primary,50,False,153.80599999999998,"LINESTRING (12.5141838 41.9107678, 12.5142364 41.9107764, 12.5143408 41.9107914, 12.5143798 41.9107964, 12.5145324 41.910816, 12.5147083 41.9108379, 12.5147845 41.9108458, 12.5148512 41.9108516, 12.5149261 41.9108563, 12.5149915 41.9108589, 12.515042 41.9108598, 12.5150965 41.9108597, 12.5151552 41.9108591, 12.5152502 41.9108558, 12.5153374 41.9108504, 12.5153934 41.9108465, 12.5154494 41.9108415, 12.5155207 41.9108337, 12.5155564 41.9108293, 12.5155974 41.9108239, 12.5156393 41.9108173, 12.5156865 41.9108097, 12.5157441 41.9107985, 12.5157962 41.9107874, 12.5158504 41.9107739, 12.5158906 41.9107629, 12.5159281 41.9107518, 12.515969 41.9107384, 12.5160073 41.9107251)",,,,,,
291632726,2012401714,0,143577384,True,1,Via Imperia,residential,,False,41.538,"LINESTRING (12.5151821 41.909002, 12.5148259 41.9092652)",,,,,,
291632726,291635329,0,26592946,True,1,Via Agrigento,residential,,False,80.304,"LINESTRING (12.5151821 41.909002, 12.5154551 41.9090831, 12.5155354 41.9091108, 12.515607 41.9091405, 12.5156645 41.9091692, 12.5157431 41.9092127, 12.5157822 41.9092368, 12.5159885 41.9093864)",,,,,,
291632875,291631934,0,26592420,False,2,Via Pavia,residential,,False,75.642,"LINESTRING (12.515969 41.907863, 12.5160636 41.9078904, 12.5167147 41.9080789, 12.5168209 41.9081096)",,,,,,
291632875,291631526,0,26592420,False,2,Via Pavia,residential,,True,83.45800000000001,"LINESTRING (12.515969 41.907863, 12.5158705 41.907834, 12.5151325 41.9076171, 12.515031 41.9075873)",,,,,,
291632875,291632726,0,143328548,True,1,Via Imperia,residential,,False,144.07599999999996,"LINESTRING (12.515969 41.907863, 12.5159203 41.9079597, 12.5157907 41.9082168, 12.5155274 41.9086925, 12.5155012 41.9087275, 12.5154675 41.9087613, 12.5153785 41.9088443, 12.5151821 41.909002)",,,,,,
291633262,291634555,0,26804461,False,2,Via Alfonso Borelli,residential,,False,93.11699999999999,"LINESTRING (12.5165432 41.9063624, 12.5164957 41.9064, 12.5164691 41.9064211, 12.5161334 41.9066843, 12.5157804 41.9069779)",,,,,,
291633262,259666582,0,"[137472874, 23953740]",True,"['2', '1']","['Viale Ippocrate', ""Viale dell'Università""]",tertiary,50,False,96.994,"LINESTRING (12.5165432 41.9063624, 12.5164919 41.9063335, 12.5163995 41.9062814, 12.5158387 41.9058111, 12.515785 41.9057677, 12.5157365 41.9057326)",,,,,,
291633262,259666567,0,"[122979270, 367161366]",False,,Via Alfonso Borelli,residential,,True,16.705000000000002,"LINESTRING (12.5165432 41.9063624, 12.5166074 41.9063128, 12.5166862 41.9062564)",,,,,,
291633631,291634272,0,101381827,True,1,Via Giorgio Baglivi,residential,,False,80.944,"LINESTRING (12.5121242 41.9089593, 12.5121582 41.9090142, 12.5122787 41.9092089, 12.5125235 41.9096238)",,,,,,
291633631,248530975,0,143577377,True,2,Piazza Sassari,residential,,False,36.26,"LINESTRING (12.5121242 41.9089593, 12.5120736 41.9089819, 12.5119999 41.9089969, 12.5119249 41.9090023, 12.511858 41.9089992, 12.5117936 41.9089825, 12.5117089 41.9089554)",,,,,,
291633633,291635324,0,26592939,False,2,Via Caserta,residential,,False,98.587,"LINESTRING (12.5122102 41.9088722, 12.5123076 41.9088757, 12.5131435 41.9089076, 12.5134 41.9089174)",,,,,,
291633633,291633631,0,143577376,True,2,Piazza Sassari,residential,,False,12.121,"LINESTRING (12.5122102 41.9088722, 12.5121746 41.9089202, 12.5121242 41.9089593)",,,,,,
291633635,1950489922,0,143577395,True,1,Piazza Sassari,secondary,50,False,37.462,"LINESTRING (12.5121811 41.9085759, 12.5118741 41.9088235)",,,,,,
291633635,291633633,0,26592661,True,2,Piazza Sassari,residential,,False,33.595,"LINESTRING (12.5121811 41.9085759, 12.5122075 41.9086592, 12.5122235 41.9087114, 12.5122307 41.9087679, 12.5122287 41.908824, 12.5122102 41.9088722)",,,,,,
291634028,280135555,0,221180477,True,,Piazza Salerno,primary,50,False,11.92,"LINESTRING (12.5130542 41.9104291, 12.5130913 41.9104232, 12.5131348 41.9104234, 12.5131682 41.9104274, 12.5131955 41.9104342)",,,roundabout,,,
291634272,291635324,0,101381831,True,1,Via Treviso,residential,,False,106.914,"LINESTRING (12.5125235 41.9096238, 12.5134 41.9089174)",,,,,,
291634272,291634028,0,101381827,True,1,Via Giorgio Baglivi,residential,,False,100.03299999999999,"LINESTRING (12.5125235 41.9096238, 12.5129422 41.9103089, 12.5129593 41.9103335, 12.5129736 41.9103531, 12.5129897 41.9103714, 12.5130129 41.9103944, 12.5130542 41.9104291)",,,,,,
291634554,1372594193,0,26592849,True,2,Largo Ettore Marchiafava,residential,,False,15.274,"LINESTRING (12.5174312 41.9069779, 12.5175685 41.9068861)",,,,,,
291634554,291633262,0,137472874,True,1,Viale Ippocrate,tertiary,50,False,100.46600000000001,"LINESTRING (12.5174312 41.9069779, 12.5168281 41.9065493, 12.5166619 41.906437, 12.5166238 41.9064088, 12.5165432 41.9063624)",,,,,,
291634555,291631526,0,26804461,False,2,Via Alfonso Borelli,residential,,False,91.857,"LINESTRING (12.5157804 41.9069779, 12.515031 41.9075873)",,,,,,
291634555,291633262,0,26804461,False,2,Via Alfonso Borelli,residential,,True,93.117,"LINESTRING (12.5157804 41.9069779, 12.5161334 41.9066843, 12.5164691 41.9064211, 12.5164957 41.9064, 12.5165432 41.9063624)",,,,,,
